,FECHA_ANOTACION,VALOR,DESTINO_ECONOMICO,AREA_TERRENO,AREA_CONSTRUIDA, HAB, BAÑOS, LOCAL, PISOS,MAX_PUNT,POINT_X,POINT_Y,Latitud,Longitud,Latitud.1,Longitud.1,UTM waypoint Garmin,Estrato/Hacienda
958,2022-12-22 00:00:00,80318700,A,54,106,4,1,0,2,35,1372109.2097,10797386.3718,7.14606778005647,-73.1259176120982,"-7º -8' -45,844"" S","73º 7' 33,303"" W",17 N 1372109 10797386,2
377,2021-07-08 00:00:00,155786985,A,19,71,3,2,0,10,58,1374318.5742,10793211.6874,7.10832307408875,-73.1067428151035,"-7º -6' -29,963"" S","73º 6' 24,274"" W",17 N 1374319 10793212,4
286,2021-04-09 00:00:00,339508188,A,7,85,3,2,0,1,81,1373253.2943,10794714.3933,7.12195077330392,-73.1160667677339,"-7º -7' -19,023"" S","73º 6' 57,84"" W",17 N 1373253 10794714,4
1447,2022-01-27 00:00:00,59456699,A,38,35,1,1,0,2,24,1370331.2769,10798662.7073,7.15777808247441,-73.1416704190429,"-7º -9' -28,001"" S","73º 8' 30,014"" W",17 N 1370331 10798663,2
736,2021-03-26 00:00:00,161158950,A,75,90,3,3,0,2,47,1372419.1665,10792287.721,7.10033598240368,-73.1239217895713,"-7º -6' -1,21"" S","73º 7' 26,118"" W",17 N 1372419 10792288,4
126,2021-12-03 00:00:00,121460128,A,6,35,2,2,0,1,71,1372658.1786,10794124.0447,7.11675278500403,-73.1214958219238,"-7º -7' -0,31"" S","73º 7' 17,385"" W",17 N 1372658 10794124,3
327,2021-05-07 00:00:00,354549690,A,7,85,3,2,0,1,81,1373259.2967,10794696.485,7.12178939413714,-73.1160156844321,"-7º -7' -18,442"" S","73º 6' 57,656"" W",17 N 1373259 10794696,4
292,2021-03-16 00:00:00,339508188,A,7,85,3,2,0,1,81,1373253.0415,10794692.4277,7.1217540035693,-73.1160724184454,"-7º -7' -18,314"" S","73º 6' 57,861"" W",17 N 1373253 10794692,4
1179,2021-12-21 00:00:00,107331860,A,9,40,2,1,0,12,47,1371514.3709,10797860.3372,7.15040626528827,-73.1311806256341,"-7º -9' -1,463"" S","73º 7' 52,25"" W",17 N 1371514 10797860,2
1041,2021-12-06 00:00:00,127439552,A,11,49,3,2,0,10,60,1371485.4949,10797862.0534,7.15042609401173,-73.1314394040842,"-7º -9' -1,534"" S","73º 7' 53,182"" W",17 N 1371485 10797862,2
478,2022-06-15 00:00:00,136779616,A,12,38,1,1,0,1,68,1372683.5353,10796089.5158,7.13435944207305,-73.1209656879176,"-7º -8' -3,694"" S","73º 7' 15,476"" W",17 N 1372684 10796090,0
355,2022-01-06 00:00:00,177327000,A,67,75,3,2,0,1,44,1374045.1039,10795268.327,7.12679199032078,-73.1088788752711,"-7º -7' -36,451"" S","73º 6' 31,964"" W",17 N 1374045 10795268,4
170,2021-10-13 00:00:00,263741901,C,31,281,0,0,0,1,66,1373264.1565,10794695.9351,7.12178371950936,-73.115972176742,"-7º -7' -18,421"" S","73º 6' 57,5"" W",17 N 1373264 10794696,4
849,2021-11-19 00:00:00,150629898,A,6,41,3,2,0,1,73,1371872.189,10796174.6798,7.13524741880135,-73.1282306916309,"-7º -8' -6,891"" S","73º 7' 41,63"" W",17 N 1371872 10796175,0
777,2021-01-05 00:00:00,42975720,A,7,26,1,1,0,4,60,1371350.3475,10791108.8224,7.08993642564545,-73.1336894303388,"-7º -5' -23,771"" S","73º 8' 1,282"" W",17 N 1371350 10791109,3
628,2022-03-25 00:00:00,479825999,A,114,155,4,5,0,3,80,1375150.5256,10792024.7437,7.0975607029031,-73.0994633714072,"-7º -5' -51,219"" S","73º 5' 58,068"" W",17 N 1375151 10792025,6
209,2022-06-09 00:00:00,157716720,C,4,45,0,1,0,1,79,1373274.343,10794702.4625,7.12184063700493,-73.1158797985427,"-7º -7' -18,626"" S","73º 6' 57,167"" W",17 N 1373274 10794702,4
1356,2021-01-19 00:00:00,108346864,A,51,129,6,3,0,3,40,1371154.7611,10800813.1436,7.17691952784801,-73.1339502161659,"-7º -10' -36,91"" S","73º 8' 2,221"" W",17 N 1371155 10800813,1
1230,2022-10-14 00:00:00,41724000,A,55,81,4,2,0,2,34,1371999.6589,10797048.1452,7.14305412883305,-73.1269525482974,"-7º -8' -34,995"" S","73º 7' 37,029"" W",17 N 1372000 10797048,1
140,2022-04-20 00:00:00,135603000,A,8,47,2,2,0,1,71,1372654.6631,10794134.7151,7.1168489315944,-73.1215257148971,"-7º -7' -0,656"" S","73º 7' 17,493"" W",17 N 1372655 10794135,3
1087,2021-07-13 00:00:00,127439552,A,11,49,3,2,0,16,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
998,2021-06-09 00:00:00,127439552,A,11,49,3,2,0,3,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
942,2022-10-11 00:00:00,17732700,A,48,48,3,1,0,1,23,1372417.3888,10797087.7979,7.14334503925852,-73.1231991372959,"-7º -8' -36,042"" S","73º 7' 23,517"" W",17 N 1372417 10797088,1
1196,2022-03-30 00:00:00,85429890,A,9,40,2,1,0,16,47,1371514.3709,10797860.3372,7.15040626528827,-73.1311806256341,"-7º -9' -1,463"" S","73º 7' 52,25"" W",17 N 1371514 10797860,2
986,2021-07-08 00:00:00,112811264,A,11,49,3,2,0,1,60,1371461.9142,10797864.4124,7.15045086597643,-73.1316505799234,"-7º -9' -1,623"" S","73º 7' 53,942"" W",17 N 1371462 10797864,2
490,2022-11-08 00:00:00,1431724429,J,242,544,0,3,0,3,50,1372816.9632,10795586.0913,7.12982824129992,-73.1198464072402,"-7º -7' -47,382"" S","73º 7' 11,447"" W",17 N 1372817 10795586,4
529,2022-10-11 00:00:00,292068000,A,126,126,8,4,0,2,60,1372907.3616,10796268.6665,7.13593014168362,-73.1189302585804,"-7º -8' -9,349"" S","73º 7' 8,149"" W",17 N 1372907 10796269,4
199,2022-05-20 00:00:00,200275199,C,3,40,0,1,0,1,79,1373251.4732,10794695.5586,7.12178229723977,-73.1160860038835,"-7º -7' -18,416"" S","73º 6' 57,91"" W",17 N 1373251 10794696,4
1449,2022-04-07 00:00:00,83448000,A,82,189,4,2,0,2,36,1370688.2194,10798488.0743,7.15615829473047,-73.1384951631061,"-7º -9' -22,17"" S","73º 8' 18,583"" W",17 N 1370688 10798488,1
1159,2021-08-26 00:00:00,92290358,A,9,40,2,1,0,9,47,1371508.2975,10797863.4425,7.15043502555434,-73.1312346301132,"-7º -9' -1,566"" S","73º 7' 52,445"" W",17 N 1371508 10797863,2
714,2021-02-25 00:00:00,192316346,A,72,77,3,2,0,3,47,1372098.957,10792285.0771,7.10036134662714,-73.1267944050424,"-7º -6' -1,301"" S","73º 7' 36,46"" W",17 N 1372099 10792285,4
1202,2021-08-19 00:00:00,85844000,A,9,40,2,1,0,17,47,1371506.1711,10797848.8911,7.1503049702357,-73.1312559517412,"-7º -9' -1,098"" S","73º 7' 52,521"" W",17 N 1371506 10797849,2
591,2021-08-11 00:00:00,537196500,A,204,166,3,3,0,2,62,1374871.4152,10792530.1698,7.10213197052624,-73.1018890259952,"-7º -6' -7,675"" S","73º 6' 6,8"" W",17 N 1374871 10792530,6
10,2021-11-05 00:00:00,262347001,A,15,75,3,2,0,4,73,1372983.1375,10794733.3648,7.12216230992842,-73.1184871604325,"-7º -7' -19,784"" S","73º 7' 6,554"" W",17 N 1372983 10794733,4
147,2022-06-06 00:00:00,265540819,C,54,54,0,1,1,1,24,1372051.4846,10794776.2286,7.12268958200619,-73.1268376330945,"-7º -7' -21,682"" S","73º 7' 36,615"" W",17 N 1372051 10794776,2
727,2022-12-02 00:00:00,146034000,A,137,96,3,2,0,2,52,1372002.5304,10792458.0153,7.10192566145849,-73.1276328161487,"-7º -6' -6,932"" S","73º 7' 39,478"" W",17 N 1372003 10792458,4
282,2021-08-02 00:00:00,347028939,A,7,85,3,2,0,1,81,1373266.6511,10794700.7111,7.12182612801528,-73.1159490645971,"-7º -7' -18,574"" S","73º 6' 57,417"" W",17 N 1373267 10794701,4
298,2021-02-11 00:00:00,343805760,A,7,85,3,2,0,1,81,1373266.6511,10794700.7111,7.12182612801528,-73.1159490645971,"-7º -7' -18,574"" S","73º 6' 57,417"" W",17 N 1373267 10794701,4
618,2021-03-08 00:00:00,322317900,A,256,127,4,3,0,2,62,1374644.5523,10792008.9126,7.09749657507625,-73.1040039882056,"-7º -5' -50,988"" S","73º 6' 14,414"" W",17 N 1374645 10792009,5
291,2021-07-16 00:00:00,367442406,A,7,85,3,2,0,1,81,1373259.2967,10794696.485,7.12178939413714,-73.1160156844321,"-7º -7' -18,442"" S","73º 6' 57,656"" W",17 N 1373259 10794696,4
513,2022-01-04 00:00:00,417239999,A,145,261,4,2,0,2,60,1373164.8491,10795979.8576,7.13330277357752,-73.1166650750146,"-7º -7' -59,89"" S","73º 6' 59,994"" W",17 N 1373165 10795980,4
700,2021-12-29 00:00:00,82728261,A,72,77,3,2,0,3,47,1372000.181,10792294.3539,7.10045959605812,-73.1276789861252,"-7º -6' -1,655"" S","73º 7' 39,644"" W",17 N 1372000 10792294,4
1047,2022-03-31 00:00:00,123610901,A,11,49,3,2,0,10,60,1371462.8803,10797871.9875,7.15051859135137,-73.131640744001,"-7º -9' -1,867"" S","73º 7' 53,907"" W",17 N 1371463 10797872,2
1307,2022-07-01 00:00:00,166896000,A,194,175,2,1,0,1,15,1371332.2221,10795601.8468,7.1301977753165,-73.1331626799716,"-7º -7' -48,712"" S","73º 7' 59,386"" W",17 N 1371332 10795602,3
506,2021-01-12 00:00:00,161158950,A,107,95,3,2,0,2,60,1372969.5444,10796017.9709,7.13367435211448,-73.1184111296221,"-7º -8' -1,228"" S","73º 7' 6,28"" W",17 N 1372970 10796018,4
129,2021-11-26 00:00:00,139671090,A,8,47,2,2,0,1,71,1372654.6631,10794134.7151,7.1168489315944,-73.1215257148971,"-7º -7' -0,656"" S","73º 7' 17,493"" W",17 N 1372655 10794135,3
584,2022-11-23 00:00:00,500687999,A,207,160,4,4,0,2,62,1374816.1519,10792649.8367,7.10321262676566,-73.1023662873098,"-7º -6' -11,565"" S","73º 6' 8,519"" W",17 N 1374816 10792650,6
331,2021-10-15 00:00:00,313738211,A,7,85,3,2,0,1,81,1373264.0925,10794720.6721,7.12200536927132,-73.1159689408103,"-7º -7' -19,219"" S","73º 6' 57,488"" W",17 N 1373264 10794721,4
323,2021-08-12 00:00:00,318020328,A,7,85,3,2,0,1,81,1373253.2943,10794714.3933,7.12195077330392,-73.1160667677339,"-7º -7' -19,023"" S","73º 6' 57,84"" W",17 N 1373253 10794714,4
1468,2022-09-22 00:00:00,36508500,A,38,63,2,1,0,2,26,1369884.2839,10797998.5604,7.15189586896288,-73.1457829130535,"-7º -9' -6,825"" S","73º 8' 44,818"" W",17 N 1369884 10797999,2
993,2021-11-12 00:00:00,127439552,A,11,49,3,2,0,2,60,1371450.7935,10797869.2844,7.15049623419953,-73.1317495906374,"-7º -9' -1,786"" S","73º 7' 54,299"" W",17 N 1371451 10797869,2
566,2021-12-23 00:00:00,35454969,A,22,36,0,0,0,1,14,1373878.5541,10792082.086,7.09826975522362,-73.1108632463368,"-7º -5' -53,771"" S","73º 6' 39,108"" W",17 N 1373879 10792082,2
135,2021-12-15 00:00:00,75207510,A,6,31,2,2,0,1,71,1372658.1974,10794124.3058,7.11675512156589,-73.1214956131299,"-7º -7' -0,318"" S","73º 7' 17,384"" W",17 N 1372658 10794124,3
1107,2021-03-23 00:00:00,127439552,A,11,49,3,2,0,19,60,1371461.9142,10797864.4124,7.15045086597643,-73.1316505799234,"-7º -9' -1,623"" S","73º 7' 53,942"" W",17 N 1371462 10797864,2
619,2021-04-19 00:00:00,494220779,A,252,127,4,3,0,2,62,1374605.9044,10791989.2007,7.0973258981653,-73.1043536614443,"-7º -5' -50,373"" S","73º 6' 15,673"" W",17 N 1374606 10791989,5
1142,2021-12-23 00:00:00,94439144,A,9,40,2,1,0,5,47,1371506.1711,10797848.8911,7.1503049702357,-73.1312559517412,"-7º -9' -1,098"" S","73º 7' 52,521"" W",17 N 1371506 10797849,2
435,2021-05-06 00:00:00,993813524,C,391,433,2,1,1,1,60,1371877.9168,10795781.9325,7.13172747581931,-73.1282398075001,"-7º -7' -54,219"" S","73º 7' 41,663"" W",17 N 1371878 10795782,3
664,2022-01-06 00:00:00,1251720000,B,923,726,0,2,1,3,72,1371115.0387,10790645.2146,7.08581831325741,-73.1358709830755,"-7º -5' -8,946"" S","73º 8' 9,136"" W",17 N 1371115 10790645,3
1420,2022-07-19 00:00:00,29206799,A,45,45,2,1,0,1,40,1370360.1443,10799292.4989,7.16341681342731,-73.1413142209254,"-7º -9' -48,301"" S","73º 8' 28,731"" W",17 N 1370360 10799292,2
629,2022-01-05 00:00:00,276655154,A,55,96,3,2,0,2,46,1372700.1668,10789815.1283,7.07813851682409,-73.1217800911434,"-7º -4' -41,299"" S","73º 7' 18,408"" W",17 N 1372700 10789815,3
707,2022-12-21 00:00:00,127779749,A,72,77,4,3,0,3,48,1372041.8998,10792246.6973,7.10002619831251,-73.1273120825834,"-7º -6' -0,094"" S","73º 7' 38,323"" W",17 N 1372042 10792247,4
158,2022-03-14 00:00:00,213159571,A,177,142,4,1,0,1,40,1371983.6697,10793840.474,7.11431553945173,-73.127589796837,"-7º -6' -51,536"" S","73º 7' 39,323"" W",17 N 1371984 10793840,3
1022,2021-12-23 00:00:00,127319228,A,11,49,3,2,0,7,60,1371476.3581,10797866.0715,7.15046350533865,-73.1315207491622,"-7º -9' -1,669"" S","73º 7' 53,475"" W",17 N 1371476 10797866,2
1301,2022-11-23 00:00:00,41724000,A,52,51,2,1,0,1,24,1371469.5633,10795634.4569,7.13046885985645,-73.1319256394922,"-7º -7' -49,688"" S","73º 7' 54,932"" W",17 N 1371470 10795634,3
1103,2022-03-10 00:00:00,123727720,A,11,49,3,2,0,18,60,1371462.8803,10797871.9875,7.15051859135137,-73.131640744001,"-7º -9' -1,867"" S","73º 7' 53,907"" W",17 N 1371463 10797872,2
352,2022-06-07 00:00:00,31292999,A,11,22,2,1,0,1,54,1373945.2603,10795353.8094,7.12757327146871,-73.1097612808668,"-7º -7' -39,264"" S","73º 6' 35,141"" W",17 N 1373945 10795354,3
1309,2022-06-15 00:00:00,88663500,A,111,106,4,1,0,1,23,1371136.3902,10795899.897,7.13289847589269,-73.1348735411708,"-7º -7' -58,435"" S","73º 8' 5,545"" W",17 N 1371136 10795900,2
1304,2021-09-09 00:00:00,134299125,A,171,169,0,0,0,1,21,1371326.6285,10795746.2186,7.13149223891783,-73.1331906414225,"-7º -7' -53,372"" S","73º 7' 59,486"" W",17 N 1371327 10795746,3
1357,2022-01-18 00:00:00,83448000,A,96,56,2,1,0,1,40,1371291.2749,10801011.8678,7.1786790200319,-73.1326947042573,"-7º -10' -43,244"" S","73º 7' 57,701"" W",17 N 1371291 10801012,1
567,2022-06-02 00:00:00,104309999,A,55,93,4,3,0,3,46,1374386.4676,10792003.8416,7.09749076239249,-73.1063196035364,"-7º -5' -50,967"" S","73º 6' 22,751"" W",17 N 1374386 10792004,4
596,2022-08-22 00:00:00,166896000,A,73,90,4,3,0,2,54,1375023.0809,10792111.5062,7.09835763231324,-73.100593101822,"-7º -5' -54,087"" S","73º 6' 2,135"" W",17 N 1375023 10792112,4
1113,2021-10-19 00:00:00,127439552,A,11,49,3,2,0,20,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
195,2022-04-26 00:00:00,234697499,C,4,45,0,1,0,1,79,1373260.7408,10794694.4364,7.12177081682637,-73.1160030463814,"-7º -7' -18,375"" S","73º 6' 57,611"" W",17 N 1373261 10794694,4
1313,2022-08-31 00:00:00,41724000,A,63,54,3,1,0,1,17,1371056.1304,10795869.1704,7.13263549291925,-73.1355982503501,"-7º -7' -57,488"" S","73º 8' 8,154"" W",17 N 1371056 10795869,2
968,2022-09-21 00:00:00,47982599,A,60,140,6,2,0,2,24,1371926.3444,10797690.7083,7.1488228526049,-73.1275110668247,"-7º -8' -55,762"" S","73º 7' 39,04"" W",17 N 1371926 10797691,2
438,2022-09-19 00:00:00,271206000,A,153,156,3,3,3,2,40,1371899.7016,10795569.4806,7.129820531757,-73.1280771012377,"-7º -7' -47,354"" S","73º 7' 41,078"" W",17 N 1371900 10795569,3
410,2021-01-27 00:00:00,250749359,A,10,63,3,1,0,1,70,1374302.6083,10795614.148,7.12985074225603,-73.1065157080882,"-7º -7' -47,463"" S","73º 6' 23,457"" W",17 N 1374303 10795614,4
649,2022-12-14 00:00:00,578920500,A,170,114,4,4,0,2,64,1374773.149,10792421.9371,7.10117735280685,-73.1027870564618,"-7º -6' -4,238"" S","73º 6' 10,033"" W",17 N 1374773 10792422,5
1444,2021-02-12 00:00:00,67686759,A,38,71,2,1,0,2,30,1370346.6559,10798631.3172,7.15749444468427,-73.1415372936955,"-7º -9' -26,98"" S","73º 8' 29,534"" W",17 N 1370347 10798631,2
96,2022-07-28 00:00:00,255559499,A,11,55,0,0,0,18,75,1372729.8797,10794300.4557,7.11832240574948,-73.120825524812,"-7º -7' -5,961"" S","73º 7' 14,972"" W",17 N 1372730 10794300,4
589,2021-12-30 00:00:00,414851071,A,116,79,4,2,0,2,55,1374963.1261,10791953.6033,7.09695210541968,-73.1011551310671,"-7º -5' -49,028"" S","73º 6' 4,158"" W",17 N 1374963 10791954,4
1222,2022-08-18 00:00:00,52154999,A,36,70,3,2,0,2,42,1371466.7451,10797480.9145,7.1470139091,-73.1316664168554,"-7º -8' -49,25"" S","73º 7' 53,999"" W",17 N 1371467 10797481,1
156,2022-09-01 00:00:00,260774999,C,240,217,3,2,1,2,28,1371808.3321,10794401.8548,7.11937249426838,-73.1290763369709,"-7º -7' -9,741"" S","73º 7' 44,675"" W",17 N 1371808 10794402,3
419,2022-07-27 00:00:00,287374050,A,126,180,5,2,0,2,60,1372533.6327,10795193.9499,7.1263582641545,-73.1224483587577,"-7º -7' -34,89"" S","73º 7' 20,814"" W",17 N 1372534 10795194,4
1345,2021-07-21 00:00:00,85951440,A,105,97,3,1,0,1,27,1371019.9502,10796943.9198,7.14227110979186,-73.1357573261914,"-7º -8' -32,176"" S","73º 8' 8,726"" W",17 N 1371020 10796944,2
477,2022-06-29 00:00:00,198188999,A,61,61,2,1,0,1,40,1372784.4526,10795423.3862,7.12837541727112,-73.1201631074766,"-7º -7' -42,152"" S","73º 7' 12,587"" W",17 N 1372784 10795423,4
613,2022-12-27 00:00:00,312930000,A,198,184,4,3,0,3,80,1375047.966,10792367.1397,7.10064416317436,-73.1003305772646,"-7º -6' -2,319"" S","73º 6' 1,19"" W",17 N 1375048 10792367,6
1405,2022-08-18 00:00:00,52154999,A,60,60,3,1,0,1,30,1370345.0834,10797707.7289,7.14921896590456,-73.1416938256327,"-7º -8' -57,188"" S","73º 8' 30,098"" W",17 N 1370345 10797708,1
943,2022-07-15 00:00:00,23991299,A,69,103,4,1,0,1,17,1372428.5511,10797010.7507,7.14265297545538,-73.1231108967783,"-7º -8' -33,551"" S","73º 7' 23,199"" W",17 N 1372429 10797011,1
447,2022-03-24 00:00:00,396430154,C,342,68,0,0,0,2,80,1372113.9685,10795335.8318,7.12769406899936,-73.1261910180982,"-7º -7' -39,699"" S","73º 7' 34,288"" W",17 N 1372114 10795336,3
178,2021-12-16 00:00:00,1376727190,C,4,45,0,1,0,1,79,1373260.7408,10794694.4364,7.12177081682637,-73.1160030463814,"-7º -7' -18,375"" S","73º 6' 57,611"" W",17 N 1373261 10794694,4
390,2022-02-02 00:00:00,10431000,A,2,13,0,0,0,1,59,1374282.6918,10795612.4673,7.12983875469401,-73.1066946175044,"-7º -7' -47,42"" S","73º 6' 24,101"" W",17 N 1374283 10795612,4
1298,2022-09-06 00:00:00,78232500,A,142,87,3,1,0,1,11,1371433.8144,10795956.9495,7.13336395436603,-73.1321966862539,"-7º -8' -0,11"" S","73º 7' 55,908"" W",17 N 1371434 10795957,3
1066,2022-04-08 00:00:00,123610901,A,11,49,3,2,0,13,60,1371461.9142,10797864.4124,7.15045086597643,-73.1316505799234,"-7º -9' -1,623"" S","73º 7' 53,942"" W",17 N 1371462 10797864,2
1249,2022-05-02 00:00:00,55284299,A,47,89,2,1,0,1,39,1371543.7677,10798781.337,7.15865404449553,-73.1307746678572,"-7º -9' -31,155"" S","73º 7' 50,789"" W",17 N 1371544 10798781,1
1487,2022-07-07 00:00:00,76646249,A,38,77,2,1,0,2,23,1370331.6705,10798324.0615,7.15474361966577,-73.1417191307825,"-7º -9' -17,077"" S","73º 8' 30,189"" W",17 N 1370332 10798324,2
636,2021-01-08 00:00:00,338433795,A,133,189,4,2,0,2,80,1373229.6351,10790261.053,7.08205303566365,-73.1169629063642,"-7º -4' -55,391"" S","73º 7' 1,066"" W",17 N 1373230 10790261,4
1277,2021-01-12 00:00:00,171902880,A,55,110,4,2,1,3,50,1371399.0683,10794702.1906,7.12212638847141,-73.1327013926509,"-7º -7' -19,655"" S","73º 7' 57,725"" W",17 N 1371399 10794702,3
1027,2022-03-04 00:00:00,123727720,A,11,49,3,2,0,8,60,1371476.3581,10797866.0715,7.15046350533865,-73.1315207491622,"-7º -9' -1,669"" S","73º 7' 53,475"" W",17 N 1371476 10797866,2
793,2022-11-01 00:00:00,187757999,A,72,83,3,2,0,3,52,1371793.7314,10792506.0716,7.10238823407623,-73.1294983507173,"-7º -6' -8,598"" S","73º 7' 46,194"" W",17 N 1371794 10792506,4
1336,2021-03-09 00:00:00,1289271600,A,84,90,0,0,1,1,58,1371206.1931,10796492.9787,7.1382019042911,-73.1341560526921,"-7º -8' -17,527"" S","73º 8' 2,962"" W",17 N 1371206 10796493,2
661,2021-07-13 00:00:00,62791824,A,48,90,3,3,0,3,40,1373697.4939,10790227.2101,7.08167822690299,-73.1127717721002,"-7º -4' -54,042"" S","73º 6' 45,978"" W",17 N 1373697 10790227,3
294,2021-05-07 00:00:00,318020328,A,7,85,3,2,0,1,81,1373253.2943,10794714.3933,7.12195077330392,-73.1160667677339,"-7º -7' -19,023"" S","73º 6' 57,84"" W",17 N 1373253 10794714,4
548,2021-01-12 00:00:00,168249943,A,11,53,2,2,0,1,73,1373062.1611,10790818.5665,7.08707392788216,-73.1183796370427,"-7º -5' -13,466"" S","73º 7' 6,167"" W",17 N 1373062 10790819,4
1242,2022-08-04 00:00:00,20862000,A,60,41,2,1,0,1,60,1372259.5941,10797832.9138,7.15004562455936,-73.124499605926,"-7º -9' -0,164"" S","73º 7' 28,199"" W",17 N 1372260 10797833,1
88,2022-04-01 00:00:00,307714500,A,13,60,0,0,0,17,75,1372739.6399,10794308.913,7.11839668299461,-73.1207366743344,"-7º -7' -6,228"" S","73º 7' 14,652"" W",17 N 1372740 10794309,4
985,2021-04-21 00:00:00,127439552,A,11,49,3,2,0,1,60,1371471.4235,10797860.236,7.15041197884734,-73.131565917585,"-7º -9' -1,483"" S","73º 7' 53,637"" W",17 N 1371471 10797860,2
937,2021-03-24 00:00:00,53719649,A,137,100,1,3,0,2,26,1372255.0825,10796846.1353,7.14120475206386,-73.1246924081164,"-7º -8' -28,337"" S","73º 7' 28,893"" W",17 N 1372255 10796846,1
610,2022-07-12 00:00:00,448532999,A,198,184,4,3,0,3,80,1374946.0131,10792326.9876,7.10030008630266,-73.1012511955646,"-7º -6' -1,08"" S","73º 6' 4,504"" W",17 N 1374946 10792327,6
665,2021-02-04 00:00:00,634219559,A,189,156,4,3,0,2,61,1374750.9404,10792212.0109,7.09929991453292,-73.1030185386367,"-7º -5' -57,48"" S","73º 6' 10,867"" W",17 N 1374751 10792212,5
1495,2022-03-08 00:00:00,26077499,A,38,56,2,1,0,3,22,1370368.462,10798183.7452,7.1534806626147,-73.141410707875,"-7º -9' -12,53"" S","73º 8' 29,079"" W",17 N 1370368 10798184,2
1433,2021-08-25 00:00:00,39752541,A,45,45,2,1,0,1,40,1370528.4953,10799369.5036,7.16408083502356,-73.1397919916064,"-7º -9' -50,691"" S","73º 8' 23,251"" W",17 N 1370528 10799370,2
1321,2021-08-06 00:00:00,130307755,A,29,49,2,1,0,2,45,1370598.4061,10794442.3277,7.11992078031483,-73.1399235884572,"-7º -7' -11,715"" S","73º 8' 23,725"" W",17 N 1370598 10794442,2
290,2021-04-22 00:00:00,366765538,A,7,85,3,2,0,1,81,1373266.6511,10794700.7111,7.12182612801528,-73.1159490645971,"-7º -7' -18,574"" S","73º 6' 57,417"" W",17 N 1373267 10794701,4
1427,2022-11-21 00:00:00,60458075,A,45,39,2,1,0,1,24,1370499.9509,10799421.3899,7.16455015877714,-73.1400400579022,"-7º -9' -52,381"" S","73º 8' 24,144"" W",17 N 1370500 10799421,2
1456,2021-10-12 00:00:00,53223300,A,38,56,1,1,0,2,22,1369715.0391,10797803.7715,7.15017650262709,-73.1473312566624,"-7º -9' -0,635"" S","73º 8' 50,393"" W",17 N 1369715 10797804,2
348,2022-09-01 00:00:00,151249500,A,83,116,4,2,0,2,49,1373861.2646,10795472.5269,7.128649889957,-73.1104964069414,"-7º -7' -43,14"" S","73º 6' 37,787"" W",17 N 1373861 10795473,3
678,2022-12-09 00:00:00,78232500,A,70,60,3,2,0,1,39,1372344.1022,10793391.7967,7.11024005311849,-73.1244256307856,"-7º -6' -36,864"" S","73º 7' 27,932"" W",17 N 1372344 10793392,3
